Date,Produit,Région,Ventes,Prix unitaire,Stock disponible
2023-08-22,Produit_40,Région_10,3,210.74,570
2023-08-22,Produit_23,Région_7,22,123.8,881
2023-08-22,Produit_7,Région_6,58,41.76,879
2023-08-22,Produit_36,Région_4,54,262.68,815
2023-08-22,Produit_25,Région_3,48,407.61,692
2023-08-22,Produit_41,Région_7,88,219.5,928
2023-08-22,Produit_31,Région_4,91,95.25,892
2023-08-22,Produit_10,Région_5,30,434.53,639
2023-08-22,Produit_29,Région_9,93,178.02,306
2023-08-22,Produit_47,Région_1,30,45.42,314
2023-08-22,Produit_47,Région_3,45,229.73,270
2023-08-22,Produit_34,Région_1,36,88.14,88
2023-08-22,Produit_36,Région_4,82,384.8,849
2023-08-22,Produit_39,Région_10,47,223.72,927
2023-08-22,Produit_16,Région_9,26,265.73,659
2023-08-22,Produit_7,Région_4,22,464.18,211
2023-08-22,Produit_23,Région_9,15,115.03,507
2023-08-22,Produit_16,Région_6,65,188.24,589
2023-08-22,Produit_36,Région_2,78,496.86,109
2023-08-22,Produit_23,Région_5,50,288.01,258
2023-08-22,Produit_21,Région_6,29,445.52,585
2023-08-22,Produit_20,Région_6,18,428.18,696
2023-08-22,Produit_30,Région_5,88,358.76,668
2023-08-22,Produit_46,Région_3,72,375.1,88
2023-08-22,Produit_32,Région_4,38,270.88,742
2023-08-22,Produit_39,Région_9,83,296.19,727
2023-08-22,Produit_37,Région_5,3,430.76,583
2023-08-22,Produit_2,Région_8,57,232.88,558
2023-08-22,Produit_39,Région_10,82,73.3,639
2023-08-22,Produit_7,Région_9,94,146.61,815
2023-08-22,Produit_26,Région_7,2,474.64,904
2023-08-22,Produit_35,Région_6,46,160.84,84
2023-08-22,Produit_29,Région_7,96,473.23,619
2023-08-22,Produit_46,Région_10,52,84.22,149
2023-08-22,Produit_46,Région_8,82,12.06,818
2023-08-22,Produit_43,Région_6,4,134.79,951
2023-08-22,Produit_43,Région_2,17,419.93,700
2023-08-22,Produit_30,Région_5,42,337.4,392
2023-08-22,Produit_38,Région_4,95,236.85,222
2023-08-22,Produit_29,Région_9,47,262.8,271
2023-08-22,Produit_25,Région_5,8,311.51,218
2023-08-22,Produit_11,Région_2,10,487.05,510
2023-08-22,Produit_32,Région_6,77,215.85,186
2023-08-22,Produit_10,Région_4,57,485.27,979
2023-08-22,Produit_3,Région_6,5,343.16,731
2023-08-22,Produit_37,Région_8,81,398.89,331
2023-08-22,Produit_25,Région_8,63,147.67,919
2023-08-22,Produit_43,Région_6,85,77.6,408
2023-08-22,Produit_49,Région_9,1,180.21,21
2023-08-22,Produit_33,Région_6,69,372.13,570
2023-08-22,Produit_36,Région_6,74,495.71,518
2023-08-22,Produit_17,Région_5,19,103.48,658
2023-08-22,Produit_31,Région_7,43,209.14,508
2023-08-22,Produit_16,Région_3,58,74.18,432
2023-08-22,Produit_45,Région_2,82,203.35,988
2023-08-22,Produit_17,Région_3,90,211.1,397
2023-08-22,Produit_23,Région_9,29,344.01,15
2023-08-22,Produit_11,Région_8,70,438.54,379
2023-08-22,Produit_3,Région_3,41,390.09,807
2023-08-22,Produit_24,Région_9,21,101.25,227
2023-08-22,Produit_22,Région_5,38,293.77,305
2023-08-22,Produit_9,Région_2,41,498.41,386
2023-08-22,Produit_33,Région_7,31,425.1,700
2023-08-22,Produit_32,Région_2,3,107.76,215
2023-08-22,Produit_16,Région_5,43,321.88,926
2023-08-22,Produit_40,Région_2,66,17.09,8
2023-08-22,Produit_29,Région_8,91,437.8,981
2023-08-22,Produit_12,Région_5,2,322.12,131
2023-08-22,Produit_38,Région_9,75,381.48,491
2023-08-22,Produit_25,Région_9,2,365.09,327
2023-08-22,Produit_4,Région_4,85,443.33,528
2023-08-22,Produit_13,Région_10,47,191.04,727
2023-08-22,Produit_6,Région_8,11,460.98,96
2023-08-22,Produit_39,Région_7,6,345.2,470
2023-08-22,Produit_2,Région_8,21,479.33,711
2023-08-22,Produit_33,Région_7,55,148.86,785
2023-08-22,Produit_6,Région_8,38,145.41,241
2023-08-22,Produit_24,Région_8,63,441.41,686
2023-08-22,Produit_26,Région_4,25,127.84,337
2023-08-22,Produit_40,Région_5,26,414.1,923
2023-08-22,Produit_45,Région_9,31,319.38,401
2023-08-22,Produit_7,Région_6,87,323.98,900
2023-08-22,Produit_1,Région_9,10,465.52,372
2023-08-22,Produit_27,Région_10,1,426.39,85
2023-08-22,Produit_15,Région_6,17,429.45,332
2023-08-22,Produit_21,Région_1,11,29.58,346
2023-08-22,Produit_33,Région_1,24,413.3,828
2023-08-22,Produit_41,Région_3,64,164.5,89
2023-08-22,Produit_14,Région_4,23,468.23,738
2023-08-22,Produit_15,Région_10,38,456.8,137
2023-08-22,Produit_44,Région_6,3,450.77,346
2023-08-22,Produit_30,Région_5,43,41.88,811
2023-08-22,Produit_26,Région_7,3,174.9,368
2023-08-22,Produit_11,Région_6,9,101.43,274
2023-08-22,Produit_24,Région_2,85,253.11,762
2023-08-22,Produit_49,Région_6,39,122.27,112
2023-08-22,Produit_9,Région_9,26,471.99,581
2023-08-22,Produit_6,Région_2,14,126.31,223
2023-08-22,Produit_50,Région_10,26,447.14,470
2023-08-22,Produit_13,Région_9,95,343.32,206
2023-08-22,Produit_46,Région_4,9,30.04,559
2023-08-22,Produit_38,Région_5,92,191.09,787
2023-08-22,Produit_26,Région_3,38,463.06,474
2023-08-22,Produit_50,Région_5,53,388.87,999
2023-08-22,Produit_16,Région_7,13,331.72,893
2023-08-22,Produit_43,Région_2,32,69.25,709
2023-08-22,Produit_33,Région_7,33,49.67,856
2023-08-22,Produit_13,Région_4,45,408.48,488
2023-08-22,Produit_42,Région_10,9,370.01,243
2023-08-22,Produit_19,Région_6,96,339.51,236
2023-08-22,Produit_43,Région_6,17,48.03,641
2023-08-22,Produit_41,Région_2,67,387.09,185
2023-08-22,Produit_40,Région_9,11,159.94,500
2023-08-22,Produit_21,Région_6,89,455.29,810
2023-08-22,Produit_43,Région_7,3,287.73,65
2023-08-22,Produit_35,Région_9,58,74.0,249
2023-08-22,Produit_16,Région_3,34,126.94,613
2023-08-22,Produit_16,Région_4,44,212.13,648
2023-08-22,Produit_28,Région_2,88,141.37,785
2023-08-22,Produit_46,Région_5,9,351.76,912
2023-08-22,Produit_40,Région_9,62,433.57,708
2023-08-22,Produit_28,Région_8,56,466.6,706
2023-08-22,Produit_43,Région_3,82,20.62,517
2023-08-22,Produit_16,Région_3,78,385.98,523
2023-08-22,Produit_33,Région_7,35,240.53,917
2023-08-22,Produit_5,Région_5,63,203.51,749
2023-08-22,Produit_43,Région_5,41,198.79,103
2023-08-22,Produit_26,Région_7,90,295.05,733
2023-08-22,Produit_22,Région_3,95,56.07,380
2023-08-22,Produit_45,Région_1,5,53.1,830
2023-08-22,Produit_36,Région_6,22,343.56,988
2023-08-22,Produit_22,Région_8,61,444.16,755
2023-08-22,Produit_30,Région_1,77,476.63,671
2023-08-22,Produit_13,Région_5,37,126.38,160
2023-08-22,Produit_7,Région_1,41,353.58,208
2023-08-22,Produit_45,Région_5,88,434.63,996
2023-08-22,Produit_36,Région_9,93,418.39,814
2023-08-22,Produit_43,Région_5,58,351.75,352
2023-08-22,Produit_4,Région_10,3,246.76,363
2023-08-22,Produit_14,Région_3,78,115.88,152
2023-08-22,Produit_1,Région_10,79,26.61,961
2023-08-22,Produit_4,Région_1,40,360.14,903
2023-08-22,Produit_5,Région_5,5,83.64,496
2023-08-22,Produit_28,Région_6,12,473.84,864
2023-08-22,Produit_35,Région_6,87,426.54,596
2023-08-22,Produit_39,Région_9,59,380.33,559
2023-08-22,Produit_24,Région_7,66,308.71,154
2023-08-22,Produit_18,Région_6,64,129.19,868
2023-08-22,Produit_44,Région_1,20,260.74,988
2023-08-22,Produit_25,Région_10,92,238.26,723
2023-08-22,Produit_16,Région_9,96,234.85,190
2023-08-22,Produit_1,Région_10,7,59.3,646
2023-08-22,Produit_8,Région_8,28,327.43,163
2023-08-22,Produit_24,Région_3,73,423.79,937
2023-08-22,Produit_31,Région_8,44,199.02,482
2023-08-22,Produit_18,Région_8,7,180.17,940
2023-08-22,Produit_40,Région_5,60,102.32,56
2023-08-23,Produit_5,Région_9,73,496.15,309
2023-08-23,Produit_36,Région_10,25,85.74,824
2023-08-23,Produit_25,Région_5,5,209.85,491
2023-08-23,Produit_4,Région_9,37,458.78,176
2023-08-23,Produit_6,Région_8,68,378.9,554
2023-08-23,Produit_29,Région_9,19,418.38,756
2023-08-23,Produit_34,Région_2,71,143.97,682
2023-08-23,Produit_48,Région_9,70,180.98,81
2023-08-23,Produit_21,Région_4,34,394.12,767
2023-08-23,Produit_15,Région_8,20,187.76,656
2023-08-23,Produit_30,Région_2,4,480.9,229
2023-08-23,Produit_10,Région_4,18,126.15,407
2023-08-23,Produit_8,Région_2,71,479.7,526
2023-08-23,Produit_50,Région_1,78,206.15,75
2023-08-23,Produit_4,Région_6,91,242.47,246
2023-08-23,Produit_6,Région_6,71,269.36,854
2023-08-23,Produit_44,Région_6,48,362.24,385
2023-08-23,Produit_21,Région_2,35,439.83,254
2023-08-23,Produit_36,Région_1,90,267.78,710
2023-08-23,Produit_6,Région_3,99,227.44,927
2023-08-23,Produit_30,Région_3,78,103.38,941
2023-08-23,Produit_11,Région_4,99,196.16,718
2023-08-23,Produit_14,Région_5,73,297.43,872
2023-08-23,Produit_18,Région_1,26,378.76,69
2023-08-23,Produit_19,Région_8,91,486.43,667
2023-08-23,Produit_44,Région_5,19,72.87,799
2023-08-23,Produit_49,Région_9,54,289.87,952
2023-08-23,Produit_3,Région_10,6,423.09,680
2023-08-23,Produit_50,Région_8,77,10.36,894
2023-08-23,Produit_23,Région_2,36,105.81,547
2023-08-23,Produit_11,Région_9,20,154.42,284
2023-08-23,Produit_10,Région_9,58,435.73,521
2023-08-23,Produit_44,Région_10,43,203.36,626
2023-08-23,Produit_9,Région_1,74,126.85,997
2023-08-23,Produit_40,Région_5,71,170.54,210
2023-08-23,Produit_16,Région_8,51,213.59,800
2023-08-23,Produit_49,Région_9,3,65.96,264
2023-08-23,Produit_23,Région_3,86,494.57,342
2023-08-23,Produit_14,Région_9,77,236.33,258
2023-08-23,Produit_9,Région_6,13,82.36,818
2023-08-23,Produit_37,Région_9,70,313.15,96
2023-08-23,Produit_25,Région_8,90,196.85,343
2023-08-23,Produit_1,Région_3,14,162.42,304
2023-08-23,Produit_37,Région_3,44,32.16,555
2023-08-23,Produit_3,Région_2,37,270.38,635
2023-08-23,Produit_31,Région_9,85,418.72,502
2023-08-23,Produit_24,Région_2,74,103.69,738
2023-08-23,Produit_13,Région_2,76,138.47,651
2023-08-23,Produit_31,Région_4,66,42.76,680
2023-08-23,Produit_41,Région_1,48,317.61,319
2023-08-23,Produit_33,Région_3,11,452.6,992
2023-08-23,Produit_48,Région_10,4,222.12,702
2023-08-23,Produit_22,Région_3,41,147.19,765
2023-08-23,Produit_44,Région_1,63,424.88,950
2023-08-23,Produit_44,Région_1,53,258.5,308
2023-08-23,Produit_20,Région_2,28,13.11,109
2023-08-23,Produit_21,Région_5,73,294.58,557
2023-08-23,Produit_4,Région_3,45,388.11,644
2023-08-23,Produit_23,Région_7,98,499.57,2
2023-08-23,Produit_41,Région_3,98,183.52,10
2023-08-23,Produit_17,Région_4,37,257.37,927
2023-08-23,Produit_42,Région_8,19,204.78,294
2023-08-23,Produit_32,Région_5,7,352.71,756
2023-08-23,Produit_1,Région_8,89,265.56,748
2023-08-23,Produit_1,Région_5,86,134.19,824
2023-08-23,Produit_21,Région_7,97,36.97,152
2023-08-23,Produit_31,Région_7,30,201.75,584
2023-08-23,Produit_24,Région_7,77,290.62,444
2023-08-23,Produit_27,Région_1,62,409.98,143
2023-08-23,Produit_50,Région_4,85,40.51,240
2023-08-23,Produit_19,Région_9,50,172.15,840
2023-08-23,Produit_15,Région_1,74,270.42,419
2023-08-23,Produit_7,Région_1,74,478.73,846
2023-08-23,Produit_17,Région_8,38,467.92,874
2023-08-23,Produit_27,Région_4,81,469.93,343
2023-08-23,Produit_30,Région_4,35,397.2,98
2023-08-23,Produit_13,Région_7,12,339.34,252
2023-08-23,Produit_22,Région_3,67,142.78,940
2023-08-23,Produit_8,Région_5,77,136.45,74
2023-08-23,Produit_42,Région_3,10,495.95,823
2023-08-23,Produit_17,Région_1,71,67.78,453
2023-08-23,Produit_33,Région_9,69,275.05,360
2023-08-23,Produit_33,Région_5,50,127.97,544
2023-08-23,Produit_30,Région_3,23,230.58,669
2023-08-23,Produit_26,Région_7,85,133.06,940
2023-08-23,Produit_37,Région_2,3,465.36,699
2023-08-23,Produit_49,Région_8,36,478.48,851
2023-08-23,Produit_19,Région_5,48,355.12,366
2023-08-23,Produit_10,Région_7,64,71.01,272
2023-08-23,Produit_20,Région_9,4,432.59,361
2023-08-23,Produit_35,Région_7,38,421.82,141
2023-08-23,Produit_10,Région_1,86,439.57,169
2023-08-23,Produit_23,Région_4,17,371.7,298
2023-08-23,Produit_33,Région_8,99,331.7,426
2023-08-23,Produit_22,Région_7,36,381.81,452
2023-08-23,Produit_1,Région_1,39,235.16,613
2023-08-23,Produit_46,Région_10,72,439.69,220
2023-08-23,Produit_40,Région_7,62,116.0,236
2023-08-23,Produit_4,Région_8,95,222.47,3
2023-08-23,Produit_13,Région_1,22,39.9,280
2023-08-23,Produit_24,Région_6,59,69.24,311
2023-08-23,Produit_6,Région_3,13,429.56,131
2023-08-23,Produit_45,Région_6,43,454.58,59
2023-08-23,Produit_29,Région_6,34,110.58,115
2023-08-23,Produit_5,Région_5,25,164.78,100
2023-08-23,Produit_20,Région_5,88,396.63,806
2023-08-23,Produit_20,Région_2,24,452.03,907
2023-08-23,Produit_12,Région_10,27,320.23,316
2023-08-23,Produit_40,Région_3,32,134.21,850
2023-08-23,Produit_47,Région_4,6,291.75,352
2023-08-23,Produit_26,Région_6,8,40.3,412
2023-08-23,Produit_18,Région_8,19,92.85,943
2023-08-23,Produit_15,Région_3,22,128.47,161
2023-08-23,Produit_48,Région_5,14,83.47,91
2023-08-23,Produit_12,Région_5,32,331.08,295
2023-08-23,Produit_40,Région_6,41,93.61,991
2023-08-23,Produit_25,Région_3,26,13.61,897
2023-08-23,Produit_18,Région_2,11,497.86,23
2023-08-23,Produit_28,Région_7,42,24.68,396
2023-08-23,Produit_7,Région_4,83,449.97,133
2023-08-23,Produit_39,Région_2,71,178.76,60
2023-08-23,Produit_20,Région_2,20,347.72,957
2023-08-23,Produit_12,Région_10,45,199.88,465
2023-08-23,Produit_21,Région_10,33,151.58,886
2023-08-23,Produit_22,Région_4,1,260.02,380
2023-08-23,Produit_7,Région_10,20,35.44,803
2023-08-23,Produit_2,Région_5,43,323.61,268
2023-08-23,Produit_27,Région_4,23,192.85,126
2023-08-23,Produit_8,Région_2,78,52.72,583
2023-08-23,Produit_49,Région_1,88,357.2,978
2023-08-23,Produit_26,Région_3,50,461.88,38
2023-08-23,Produit_22,Région_4,33,219.6,976
2023-08-23,Produit_12,Région_8,65,219.39,680
2023-08-23,Produit_45,Région_10,62,291.83,940
2023-08-23,Produit_48,Région_8,61,381.93,675
2023-08-23,Produit_28,Région_5,50,159.82,414
2023-08-23,Produit_30,Région_4,98,322.51,335
2023-08-23,Produit_17,Région_9,40,255.95,546
2023-08-23,Produit_19,Région_8,81,419.43,463
2023-08-23,Produit_7,Région_5,5,374.06,596
2023-08-23,Produit_4,Région_5,87,335.66,262
2023-08-23,Produit_7,Région_10,51,310.38,633
2023-08-23,Produit_1,Région_10,86,176.86,863
2023-08-23,Produit_5,Région_5,63,209.05,541
2023-08-23,Produit_43,Région_10,66,239.83,719
2023-08-23,Produit_12,Région_6,93,177.49,702
2023-08-23,Produit_12,Région_6,52,359.34,396
2023-08-23,Produit_7,Région_8,14,115.7,196
2023-08-23,Produit_23,Région_9,6,258.82,374
2023-08-23,Produit_33,Région_4,78,347.73,353
2023-08-23,Produit_25,Région_10,65,135.11,840
2023-08-23,Produit_27,Région_3,53,201.16,239
2023-08-23,Produit_12,Région_7,95,376.98,105
2023-08-23,Produit_5,Région_3,49,125.31,333
2023-08-23,Produit_3,Région_4,9,314.15,41
2023-08-23,Produit_16,Région_2,97,316.02,937
2023-08-23,Produit_13,Région_10,21,237.01,945
2023-08-23,Produit_48,Région_10,68,97.17,297
2023-08-23,Produit_26,Région_3,34,89.56,963
2023-08-23,Produit_24,Région_5,42,120.59,112
2023-08-23,Produit_34,Région_10,73,224.46,310
2023-08-23,Produit_47,Région_9,71,11.34,570
2023-08-23,Produit_7,Région_6,57,342.55,805
2023-08-23,Produit_10,Région_9,53,268.94,717
2023-08-23,Produit_23,Région_4,19,419.81,827
2023-08-23,Produit_17,Région_6,44,21.83,524
2023-08-23,Produit_9,Région_9,19,410.43,31
2023-08-23,Produit_24,Région_10,80,239.81,678
2023-08-23,Produit_32,Région_5,16,431.47,586
2023-08-23,Produit_16,Région_9,4,490.1,317
2023-08-23,Produit_42,Région_6,5,125.7,659
2023-08-23,Produit_26,Région_9,22,331.41,446
2023-08-23,Produit_36,Région_3,2,172.8,23
2023-08-23,Produit_4,Région_10,46,219.72,646
2023-08-23,Produit_42,Région_8,65,101.12,431
2023-08-23,Produit_17,Région_10,83,90.99,156
2023-08-23,Produit_19,Région_7,64,498.57,176
2023-08-23,Produit_47,Région_10,21,413.87,218
2023-08-23,Produit_25,Région_4,88,192.36,233
2023-08-23,Produit_39,Région_9,1,308.23,567
2023-08-23,Produit_8,Région_10,31,493.68,50
2023-08-23,Produit_27,Région_8,30,351.86,593
2023-08-23,Produit_2,Région_6,34,490.52,290
2023-08-23,Produit_6,Région_2,94,356.17,669
2023-08-23,Produit_35,Région_6,77,425.78,553
2023-08-23,Produit_4,Région_4,34,306.58,942
2023-08-23,Produit_15,Région_4,88,242.79,620
2023-08-23,Produit_6,Région_8,15,421.21,82
2023-08-23,Produit_28,Région_7,45,336.21,156
2023-08-23,Produit_17,Région_2,46,360.29,913
2023-08-23,Produit_29,Région_10,49,373.43,541
2023-08-23,Produit_15,Région_8,47,145.02,214
2023-08-23,Produit_9,Région_9,36,455.89,642
2023-08-23,Produit_4,Région_10,22,160.29,703
2023-08-23,Produit_27,Région_5,45,348.32,15
2023-08-23,Produit_29,Région_4,38,47.82,512
2023-08-23,Produit_16,Région_6,70,16.11,380
2023-08-23,Produit_21,Région_3,23,495.57,425
2023-08-23,Produit_21,Région_3,9,486.0,253
2023-08-23,Produit_17,Région_2,55,316.1,955
2023-08-24,Produit_24,Région_2,18,471.93,462
2023-08-24,Produit_32,Région_7,57,384.5,647
2023-08-24,Produit_43,Région_2,71,212.26,689
2023-08-24,Produit_6,Région_10,93,89.1,326
2023-08-24,Produit_44,Région_6,64,7.76,864
2023-08-24,Produit_8,Région_4,28,407.97,783
2023-08-24,Produit_9,Région_4,5,395.48,312
2023-08-24,Produit_21,Région_1,96,364.39,194
2023-08-24,Produit_26,Région_5,63,273.31,185
2023-08-24,Produit_12,Région_6,85,115.66,342
2023-08-24,Produit_6,Région_1,61,442.66,344
2023-08-24,Produit_32,Région_10,40,19.42,334
2023-08-24,Produit_26,Région_9,57,321.89,433
2023-08-24,Produit_18,Région_1,90,103.82,909
2023-08-24,Produit_11,Région_10,25,399.99,336
2023-08-24,Produit_21,Région_2,79,175.85,930
2023-08-24,Produit_35,Région_8,65,348.45,314
2023-08-24,Produit_23,Région_4,71,5.72,839
2023-08-24,Produit_45,Région_2,31,319.98,193
2023-08-24,Produit_43,Région_1,4,370.19,667
2023-08-24,Produit_32,Région_2,98,19.48,878
2023-08-24,Produit_18,Région_9,33,8.67,319
2023-08-24,Produit_37,Région_9,49,466.38,800
2023-08-24,Produit_31,Région_3,69,269.32,533
2023-08-24,Produit_20,Région_4,67,137.45,652
2023-08-24,Produit_41,Région_5,86,387.26,803
2023-08-24,Produit_49,Région_8,62,280.77,689
2023-08-24,Produit_4,Région_9,68,112.74,274
2023-08-24,Produit_36,Région_8,17,476.02,765
2023-08-24,Produit_37,Région_7,2,38.84,132
2023-08-24,Produit_45,Région_5,52,435.33,613
2023-08-24,Produit_30,Région_9,82,460.92,372
2023-08-24,Produit_10,Région_7,37,282.16,100
2023-08-24,Produit_13,Région_7,54,126.92,936
2023-08-24,Produit_49,Région_7,53,215.82,912
2023-08-24,Produit_50,Région_10,46,180.27,49
2023-08-24,Produit_41,Région_3,56,150.41,376
2023-08-24,Produit_12,Région_8,43,267.52,187
2023-08-24,Produit_37,Région_3,16,134.33,382
2023-08-24,Produit_39,Région_10,25,237.26,661
2023-08-24,Produit_34,Région_2,52,189.25,21
2023-08-24,Produit_49,Région_2,68,286.64,786
2023-08-24,Produit_1,Région_3,31,327.43,22
2023-08-24,Produit_6,Région_5,59,288.59,227
2023-08-24,Produit_36,Région_9,79,363.44,522
2023-08-24,Produit_35,Région_9,8,369.15,803
2023-08-24,Produit_42,Région_5,8,27.51,120
2023-08-24,Produit_11,Région_9,86,379.49,970
2023-08-24,Produit_23,Région_8,76,237.17,126
2023-08-24,Produit_11,Région_10,87,434.96,37
2023-08-24,Produit_40,Région_9,87,432.73,456
2023-08-24,Produit_33,Région_1,13,458.25,38
2023-08-24,Produit_29,Région_2,94,222.46,873
2023-08-24,Produit_10,Région_8,31,430.41,673
2023-08-24,Produit_12,Région_8,46,164.58,214
2023-08-24,Produit_14,Région_2,19,253.08,157
2023-08-24,Produit_7,Région_5,23,255.16,107
2023-08-24,Produit_15,Région_4,81,245.03,657
2023-08-24,Produit_16,Région_5,91,340.03,111
2023-08-24,Produit_49,Région_9,37,435.69,807
2023-08-24,Produit_36,Région_7,43,421.73,898
2023-08-24,Produit_48,Région_3,19,126.64,237
2023-08-24,Produit_14,Région_10,37,439.18,547
2023-08-24,Produit_13,Région_4,4,393.67,163
2023-08-24,Produit_43,Région_1,12,25.9,376
2023-08-24,Produit_39,Région_9,19,100.62,695
2023-08-24,Produit_35,Région_5,93,380.63,916
2023-08-24,Produit_13,Région_8,86,376.1,499
2023-08-24,Produit_29,Région_1,43,279.84,113
2023-08-24,Produit_27,Région_4,23,252.88,151
2023-08-24,Produit_1,Région_7,97,115.17,129
2023-08-24,Produit_49,Région_6,79,59.58,327
2023-08-24,Produit_49,Région_2,93,184.92,625
2023-08-24,Produit_4,Région_4,60,167.3,637
2023-08-24,Produit_18,Région_5,56,493.73,20
2023-08-24,Produit_43,Région_9,9,6.99,374
2023-08-24,Produit_22,Région_5,50,334.71,273
2023-08-24,Produit_10,Région_10,90,264.77,400
2023-08-24,Produit_12,Région_6,49,21.07,516
2023-08-24,Produit_37,Région_7,94,218.85,238
2023-08-24,Produit_41,Région_10,51,224.24,917
2023-08-24,Produit_49,Région_10,26,16.55,284
2023-08-24,Produit_5,Région_10,74,222.04,953
2023-08-24,Produit_40,Région_1,20,384.05,691
2023-08-24,Produit_23,Région_1,94,111.08,782
2023-08-24,Produit_9,Région_2,32,283.14,633
2023-08-24,Produit_34,Région_4,35,167.48,844
2023-08-24,Produit_13,Région_1,85,289.85,71
2023-08-24,Produit_18,Région_5,58,407.72,150
2023-08-24,Produit_17,Région_3,94,119.72,18
2023-08-24,Produit_47,Région_6,15,244.49,394
2023-08-24,Produit_18,Région_1,48,388.69,185
2023-08-24,Produit_16,Région_6,53,269.7,657
2023-08-24,Produit_17,Région_2,43,124.32,657
2023-08-24,Produit_15,Région_4,77,94.41,366
2023-08-24,Produit_43,Région_4,98,15.84,878
2023-08-24,Produit_44,Région_2,15,381.84,787
2023-08-24,Produit_37,Région_8,28,468.29,477
2023-08-24,Produit_34,Région_3,3,406.15,37
2023-08-24,Produit_33,Région_4,22,63.76,482
2023-08-24,Produit_33,Région_6,32,254.34,59
2023-08-24,Produit_50,Région_7,39,74.27,488
2023-08-24,Produit_34,Région_5,85,12.61,918
2023-08-24,Produit_47,Région_10,40,498.71,889
2023-08-24,Produit_47,Région_2,28,205.27,118
2023-08-24,Produit_33,Région_7,32,281.97,150
2023-08-24,Produit_30,Région_6,4,43.47,101
2023-08-24,Produit_34,Région_10,98,102.67,483
2023-08-24,Produit_36,Région_4,92,431.63,144
2023-08-24,Produit_13,Région_10,91,485.82,776
2023-08-24,Produit_14,Région_4,40,444.01,654
2023-08-24,Produit_17,Région_10,75,310.75,678
2023-08-24,Produit_45,Région_8,5,271.76,520
2023-08-24,Produit_24,Région_3,72,384.48,593
2023-08-24,Produit_11,Région_4,27,336.41,625
2023-08-24,Produit_5,Région_1,50,148.71,264
2023-08-24,Produit_14,Région_7,59,335.87,213
2023-08-24,Produit_24,Région_10,38,377.4,908
2023-08-24,Produit_45,Région_5,78,315.75,328
2023-08-24,Produit_39,Région_1,8,44.54,904
2023-08-24,Produit_26,Région_9,35,359.47,878
2023-08-24,Produit_40,Région_10,49,260.3,428
2023-08-24,Produit_44,Région_7,73,490.18,822
2023-08-24,Produit_31,Région_2,47,116.95,70
2023-08-24,Produit_1,Région_2,18,310.59,598
2023-08-24,Produit_33,Région_4,36,401.46,437
2023-08-24,Produit_12,Région_9,48,423.22,635
2023-08-24,Produit_10,Région_6,29,37.48,259
2023-08-24,Produit_44,Région_8,42,333.74,113
2023-08-24,Produit_35,Région_9,16,216.33,491
2023-08-24,Produit_46,Région_10,51,78.05,583
2023-08-24,Produit_41,Région_3,56,55.59,236
2023-08-24,Produit_9,Région_7,22,311.21,139
2023-08-24,Produit_27,Région_6,74,290.0,132
2023-08-24,Produit_15,Région_8,54,366.61,197
2023-08-24,Produit_10,Région_6,93,430.16,849
2023-08-24,Produit_2,Région_5,77,280.83,467
2023-08-24,Produit_44,Région_5,11,474.68,745
2023-08-24,Produit_23,Région_9,61,325.47,119
2023-08-24,Produit_34,Région_6,50,434.11,69
2023-08-24,Produit_25,Région_7,25,168.71,484
2023-08-24,Produit_23,Région_4,90,409.61,246
2023-08-24,Produit_10,Région_8,66,445.6,520
2023-08-24,Produit_18,Région_1,65,209.59,538
2023-08-24,Produit_49,Région_2,44,408.59,936
2023-08-24,Produit_15,Région_8,95,353.64,100
2023-08-24,Produit_28,Région_4,18,421.65,680
2023-08-24,Produit_8,Région_10,4,67.37,521
2023-08-24,Produit_1,Région_1,87,403.48,341
2023-08-24,Produit_16,Région_1,40,486.89,38
2023-08-24,Produit_35,Région_1,72,202.41,320
2023-08-24,Produit_15,Région_9,96,359.72,530
2023-08-24,Produit_49,Région_9,62,142.36,26
2023-08-24,Produit_34,Région_8,85,376.4,172
2023-08-24,Produit_43,Région_7,53,6.79,355
2023-08-24,Produit_50,Région_3,69,495.75,830
2023-08-24,Produit_10,Région_2,28,481.94,736
2023-08-24,Produit_10,Région_10,61,33.11,164
2023-08-24,Produit_2,Région_8,86,54.12,158
2023-08-24,Produit_17,Région_8,54,312.93,48
2023-08-24,Produit_22,Région_6,94,294.26,906
2023-08-24,Produit_45,Région_3,66,359.34,231
2023-08-24,Produit_24,Région_8,35,10.66,182
2023-08-24,Produit_20,Région_9,28,365.28,809
2023-08-24,Produit_2,Région_10,4,26.12,77
2023-08-24,Produit_38,Région_1,96,235.75,803
2023-08-24,Produit_12,Région_5,27,288.77,674
2023-08-24,Produit_49,Région_3,22,420.72,705
2023-08-24,Produit_46,Région_2,70,122.8,390
2023-08-24,Produit_23,Région_8,97,319.75,752
2023-08-24,Produit_26,Région_3,52,307.72,547
2023-08-24,Produit_33,Région_5,68,399.3,899
2023-08-24,Produit_41,Région_6,15,300.78,94
2023-08-24,Produit_21,Région_4,10,271.19,11
2023-08-24,Produit_31,Région_3,5,399.57,174
2023-08-24,Produit_33,Région_2,54,305.33,960
2023-08-24,Produit_15,Région_7,61,172.41,163
2023-08-24,Produit_11,Région_7,36,38.89,694
2023-08-24,Produit_26,Région_1,15,445.81,23
2023-08-24,Produit_37,Région_9,41,293.06,384
